transaction_id,investor_id,amfi_code,transaction_type,amount,transaction_date,kyc_status,state
TXN113887,INV4409,100011,SIP,2026.01,2024-02-24,Pending,Maharashtra
TXN110743,INV4822,100023,Lumpsum,136960.77,2025-07-07,Verified,Kerala
TXN103049,INV3568,100007,Redemption,41363.68,2025-03-18,Verified,West Bengal
TXN104690,INV1516,100019,SIP,1670.89,2025-05-04,Verified,Tamil Nadu
TXN109620,INV4153,100012,SIP,19615.05,2024-01-15,Verified,Delhi
TXN110833,INV2465,100014,SIP,22060.54,2026-02-16,Verified,West Bengal
TXN101045,INV2798,100001,Redemption,155176.92,2026-01-03,Verified,Maharashtra
TXN106997,INV2661,100004,SIP,10703.21,2024-02-15,Verified,Maharashtra
TXN100759,INV3495,100008,SIP,12024.71,2024-02-11,Verified,Rajasthan
TXN104084,INV3487,100002,Lumpsum,364331.61,2025-04-03,Pending,Kerala
TXN108378,INV3351,100012,Redemption,44952.72,2025-11-16,Verified,Kerala
TXN109979,INV3191,100020,SIP,4493.92,2025-08-18,Verified,West Bengal
TXN102976,INV1198,100012,Lumpsum,361370.12,2025-03-13,Verified,Uttar Pradesh
TXN112577,INV4441,100004,SIP,8219.62,2024-11-18,Pending,Karnataka
TXN106617,INV2964,100019,SIP,1946.15,2024-12-18,Verified,West Bengal
TXN106983,INV4521,100004,SIP,2640.73,2024-07-04,Verified,Telangana
TXN110455,INV3068,100012,SIP,13338.62,2024-07-21,Verified,Rajasthan
TXN114755,INV2590,100013,SIP,2103.34,2025-10-07,Verified,Karnataka
TXN104856,INV1009,100010,SIP,12436.2,2026-03-11,Pending,Uttar Pradesh
TXN109418,INV2753,100009,SIP,1768.3,2024-11-30,Verified,Uttar Pradesh
TXN104106,INV2277,100025,SIP,24820.04,2024-07-04,Verified,Kerala
TXN100418,INV2245,100025,SIP,5455.39,2026-03-27,Verified,Rajasthan
TXN100624,INV1107,100014,SIP,2191.34,2024-09-24,Verified,Karnataka
TXN109016,INV4056,100023,Lumpsum,202137.52,2026-03-24,Verified,Tamil Nadu
TXN114533,INV4748,100005,SIP,15395.17,2026-01-11,Verified,Gujarat
TXN102526,INV2480,100024,SIP,19613.28,2024-02-14,Verified,Telangana
TXN108169,INV3711,100002,SIP,24949.54,2025-10-31,Pending,Uttar Pradesh
TXN114314,INV3612,100010,SIP,19362.72,2024-02-28,Pending,Kerala
TXN112390,INV2808,100014,Redemption,268278.22,2024-02-03,Verified,West Bengal
TXN109653,INV1891,100018,SIP,13861.5,2024-08-07,Verified,Rajasthan
TXN102185,INV3053,100011,Lumpsum,144232.83,2024-05-25,Pending,Karnataka
TXN114384,INV2836,100018,SIP,22882.04,2024-11-08,Pending,West Bengal
TXN103912,INV3796,100006,SIP,4852.09,2024-04-07,Verified,Uttar Pradesh
TXN100220,INV4535,100021,Lumpsum,105833.13,2026-01-01,Verified,Delhi
TXN108280,INV2611,100014,SIP,12987.16,2026-03-26,Verified,Tamil Nadu
TXN111587,INV4746,100004,SIP,16326.2,2026-04-21,Verified,Rajasthan
TXN110349,INV3834,100014,Redemption,11112.31,2024-07-09,Pending,Uttar Pradesh
TXN100069,INV2246,100006,Lumpsum,461486.45,2025-07-17,Verified,Delhi
TXN112006,INV1691,100023,Lumpsum,107875.26,2024-01-24,Verified,Maharashtra
TXN113015,INV1864,100016,SIP,12768.33,2025-07-07,Verified,Delhi
TXN101712,INV3324,100008,SIP,19136.41,2026-02-28,Verified,Gujarat
TXN100758,INV1445,100004,SIP,15435.7,2026-03-29,Verified,Karnataka
TXN111062,INV1297,100004,SIP,990.57,2025-08-17,Verified,West Bengal
TXN104416,INV3926,100011,Lumpsum,215456.05,2025-08-05,Verified,Tamil Nadu
TXN113011,INV3416,100009,Lumpsum,382611.56,2026-02-10,Verified,Delhi
TXN104812,INV1617,100007,Lumpsum,353521.1,2024-09-12,Verified,Telangana
TXN111768,INV4290,100012,SIP,7528.61,2025-05-13,Verified,Delhi
TXN114360,INV3986,100002,Lumpsum,320304.03,2025-04-19,Pending,Telangana
TXN114666,INV3228,100023,SIP,18944.22,2024-12-30,Pending,Kerala
TXN107433,INV2769,100001,SIP,4610.6,2025-10-09,Verified,Kerala
TXN100674,INV1543,100019,Redemption,234030.38,2026-02-13,Verified,Tamil Nadu
TXN103099,INV4779,100009,SIP,13845.76,2026-01-13,Verified,Rajasthan
TXN114961,INV2470,100007,SIP,19134.33,2024-08-29,Verified,Tamil Nadu
TXN110117,INV3165,100003,SIP,8714.74,2024-09-03,Verified,Tamil Nadu
TXN102851,INV4969,100017,SIP,853.83,2025-05-09,Verified,Karnataka
TXN106362,INV1422,100023,SIP,20740.4,2025-05-13,Verified,Gujarat
TXN103416,INV4134,100025,SIP,5253.73,2026-11-04,Verified,Telangana
TXN105159,INV4145,100020,Lumpsum,261198.35,2025-04-08,Verified,West Bengal
TXN101224,INV3045,100007,SIP,16067.29,2025-08-11,Verified,Tamil Nadu
TXN110999,INV3935,100025,SIP,15830.79,2024-07-25,Verified,Uttar Pradesh
TXN108163,INV1432,100013,SIP,11956.29,2025-08-18,Pending,Delhi
TXN105795,INV1935,100025,Lumpsum,267817.15,2024-12-03,Verified,Tamil Nadu
TXN107570,INV4748,100011,Lumpsum,106844.36,2024-01-12,Verified,Tamil Nadu
TXN111347,INV3910,100011,Lumpsum,476534.86,2024-01-11,Verified,Telangana
TXN113545,INV4130,100013,SIP,2177.87,2025-03-05,Verified,Gujarat
TXN105747,INV2726,100007,SIP,11674.4,2025-12-25,Rejected,Karnataka
TXN102057,INV2349,100013,SIP,18359.65,2024-03-10,Verified,Delhi
TXN111553,INV4431,100010,Lumpsum,311887.04,2024-01-01,Verified,Delhi
TXN105662,INV2319,100021,Lumpsum,368138.14,2024-02-13,Verified,Delhi
TXN101222,INV4229,100021,SIP,14835.5,2025-10-14,Verified,Uttar Pradesh
TXN111575,INV4220,100003,SIP,20642.37,2024-09-13,Verified,Maharashtra
TXN113877,INV2575,100009,SIP,21159.76,2025-06-13,Verified,Karnataka
TXN114778,INV2031,100020,SIP,15179.44,2026-04-14,Verified,Gujarat
TXN101647,INV3947,100005,Lumpsum,482190.26,2024-09-12,Verified,Gujarat
TXN114984,INV3534,100010,Lumpsum,74994.79,2024-02-22,Pending,Telangana
TXN101666,INV4493,100019,SIP,1402.48,2024-10-12,Verified,Delhi
TXN110963,INV2891,100007,SIP,18539.29,2024-02-21,Verified,Karnataka
TXN114104,INV1630,100020,Lumpsum,266375.0,2024-09-29,Pending,Delhi
TXN103259,INV1741,100020,Lumpsum,91807.06,2024-04-11,Verified,West Bengal
TXN111656,INV3780,100004,SIP,6414.34,2025-11-17,Verified,Gujarat
TXN102642,INV4056,100021,Lumpsum,386593.36,2024-08-21,Verified,Gujarat
TXN112015,INV2444,100020,Redemption,151978.15,2025-01-23,Verified,Rajasthan
TXN100019,INV1320,100006,SIP,8695.09,2026-02-08,Rejected,Delhi
TXN114300,INV3164,100016,SIP,6142.66,2025-07-21,Verified,Maharashtra
TXN109600,INV1062,100019,Lumpsum,403198.52,2024-05-09,Verified,Delhi
TXN103505,INV2102,100013,SIP,4234.85,2026-06-23,Verified,Tamil Nadu
TXN110668,INV2545,100008,SIP,3984.11,2024-06-27,Verified,Maharashtra
TXN105686,INV3556,100024,SIP,12805.54,2026-04-21,Verified,Kerala
TXN113900,INV3778,100008,Lumpsum,348535.58,2026-05-18,Verified,Tamil Nadu
TXN110330,INV4588,100020,SIP,24581.47,2025-12-22,Verified,Gujarat
TXN104777,INV4499,100011,Redemption,265162.24,2024-07-29,Verified,Telangana
TXN107658,INV4940,100011,Redemption,53600.96,2026-01-25,Verified,Maharashtra
TXN105875,INV1258,100013,SIP,21155.42,2026-01-25,Verified,Uttar Pradesh
TXN107954,INV4117,100023,Lumpsum,53844.05,2024-11-06,Pending,Kerala
TXN104601,INV3476,100017,SIP,14378.07,2026-03-03,Verified,Karnataka
TXN101232,INV4066,100018,SIP,2362.83,2024-07-09,Verified,Tamil Nadu
TXN108962,INV1744,100008,Lumpsum,113944.52,2025-08-11,Verified,Karnataka
TXN100286,INV1852,100024,Lumpsum,293999.44,2025-06-19,Verified,Gujarat
TXN101493,INV1590,100005,SIP,11095.84,2024-07-08,Verified,Telangana
TXN107771,INV4390,100016,Lumpsum,323930.9,2025-02-12,Verified,Tamil Nadu
TXN112812,INV1933,100022,SIP,3602.79,2026-02-22,Verified,West Bengal
TXN107104,INV1807,100019,SIP,17370.32,2024-03-10,Verified,Gujarat
TXN113185,INV1866,100004,Lumpsum,381061.8,2024-06-11,Verified,Rajasthan
TXN103522,INV3333,100012,SIP,16096.55,2025-03-25,Verified,Rajasthan
TXN109225,INV2592,100010,Lumpsum,258523.1,2025-12-15,Verified,Rajasthan
TXN113475,INV2204,100018,SIP,20071.91,2025-01-05,Pending,Telangana
TXN102743,INV1460,100004,Lumpsum,493743.3,2024-03-03,Verified,Maharashtra
TXN103626,INV2344,100010,Lumpsum,73821.91,2025-03-02,Verified,Kerala
TXN111534,INV2335,100013,SIP,19282.23,2025-05-03,Verified,Telangana
TXN111050,INV4234,100019,SIP,12308.2,2024-04-16,Pending,Rajasthan
TXN106369,INV3527,100020,SIP,7299.55,2026-06-21,Pending,Uttar Pradesh
TXN102831,INV3710,100003,Redemption,142457.16,2025-12-06,Verified,Gujarat
TXN109015,INV3708,100008,Lumpsum,135086.43,2024-10-25,Verified,Uttar Pradesh
TXN112894,INV2207,100021,Redemption,221229.44,2024-11-09,Pending,Maharashtra
TXN103211,INV4409,100016,SIP,5589.03,2026-02-28,Verified,Tamil Nadu
TXN100306,INV4058,100013,SIP,20037.88,2025-11-05,Verified,Telangana
TXN109141,INV1843,100009,SIP,5781.1,2025-10-15,Verified,Karnataka
TXN104328,INV3332,100023,SIP,5153.33,2024-08-26,Verified,Telangana
TXN100256,INV4319,100006,Redemption,22710.64,2024-01-20,Verified,Rajasthan
TXN103715,INV4917,100002,Redemption,140048.2,2026-02-06,Verified,Kerala
TXN105095,INV2226,100001,SIP,5155.58,2025-09-19,Verified,Telangana
TXN103561,INV3190,100014,Lumpsum,12610.93,2024-11-17,Verified,Rajasthan
TXN106343,INV4357,100015,SIP,10173.28,2026-03-12,Verified,Maharashtra
TXN104905,INV4012,100004,SIP,5660.72,2026-04-16,Verified,Kerala
TXN101326,INV3267,100024,SIP,20838.51,2024-09-08,Verified,Rajasthan
TXN111117,INV4197,100023,SIP,24427.22,2026-05-30,Verified,Kerala
TXN101072,INV3582,100021,SIP,4922.42,2026-07-04,Verified,Telangana
TXN104395,INV2258,100009,SIP,6680.7,2024-05-06,Verified,Uttar Pradesh
TXN111133,INV2141,100002,Redemption,163134.76,2025-12-26,Verified,Tamil Nadu
TXN108684,INV4542,100025,SIP,4065.47,2024-08-10,Pending,Delhi
TXN105529,INV3202,100002,Redemption,59620.25,2024-04-24,Pending,West Bengal
TXN105729,INV2081,100024,Lumpsum,464237.32,2025-11-20,Verified,Rajasthan
TXN112244,INV3851,100001,SIP,11013.87,2024-11-21,Verified,West Bengal
TXN103630,INV3052,100013,SIP,4103.61,2025-11-06,Pending,Gujarat
TXN101082,INV4812,100023,Redemption,27120.58,2025-03-31,Verified,Uttar Pradesh
TXN107913,INV3073,100014,Lumpsum,391120.66,2024-11-12,Verified,Gujarat
TXN111055,INV1006,100025,Lumpsum,413174.35,2025-08-05,Verified,Delhi
TXN111343,INV2544,100024,SIP,11720.1,2025-01-10,Verified,Telangana
TXN103045,INV3595,100012,SIP,16280.32,2025-11-23,Verified,Telangana
TXN108420,INV3298,100001,Lumpsum,200913.05,2025-03-25,Verified,Kerala
TXN107829,INV2811,100022,SIP,21083.39,2024-10-20,Verified,Karnataka
TXN101279,INV2320,100024,Lumpsum,297797.56,2024-09-20,Verified,Uttar Pradesh
TXN114366,INV1303,100012,SIP,19854.14,2024-04-17,Verified,Karnataka
TXN106570,INV4789,100006,SIP,15720.38,2025-04-28,Verified,Tamil Nadu
TXN106940,INV1754,100016,Redemption,10119.32,2024-09-21,Verified,West Bengal
TXN108933,INV1072,100009,SIP,23259.29,2026-01-28,Verified,Rajasthan
TXN101342,INV1052,100011,Lumpsum,350547.31,2024-02-08,Verified,Telangana
TXN112243,INV1840,100004,SIP,13705.62,2025-01-29,Verified,Kerala
TXN100349,INV4932,100006,SIP,11704.34,2025-02-19,Verified,Telangana
TXN112139,INV3807,100019,SIP,18933.99,2024-11-15,Verified,Karnataka
TXN102084,INV1052,100022,Lumpsum,331349.28,2025-06-04,Verified,Delhi
TXN114853,INV3177,100004,SIP,11429.6,2026-04-08,Verified,Gujarat
TXN105048,INV1308,100019,SIP,4232.85,2025-12-22,Pending,Uttar Pradesh
TXN107395,INV1090,100001,SIP,3409.59,2026-04-25,Verified,Kerala
TXN114466,INV3779,100008,Lumpsum,477452.3,2025-04-24,Verified,Kerala
TXN104779,INV3104,100024,SIP,4167.3,2025-03-29,Pending,Uttar Pradesh
TXN103133,INV3344,100013,SIP,22202.7,2024-11-14,Verified,Tamil Nadu
TXN102314,INV1424,100014,SIP,6690.52,2025-06-08,Verified,Delhi
TXN111535,INV3615,100003,SIP,18903.8,2025-05-25,Verified,Delhi
TXN111797,INV4184,100017,SIP,19699.18,2025-02-08,Verified,Maharashtra
TXN101268,INV2426,100021,SIP,15789.43,2024-09-17,Verified,Gujarat
TXN104843,INV3716,100023,Lumpsum,165191.03,2025-04-20,Verified,Delhi
TXN107703,INV1147,100005,Redemption,201118.73,2024-09-02,Verified,Uttar Pradesh
TXN110847,INV4561,100003,SIP,21851.45,2025-04-19,Verified,Telangana
TXN100328,INV3235,100024,Lumpsum,345009.12,2025-02-20,Verified,West Bengal
TXN113325,INV2268,100022,SIP,10789.03,2026-04-19,Verified,West Bengal
TXN113751,INV3709,100004,SIP,24002.95,2025-10-14,Verified,Gujarat
TXN100874,INV1144,100025,Lumpsum,371594.13,2024-08-25,Verified,Delhi
TXN113231,INV3876,100012,Lumpsum,6502.04,2026-10-02,Verified,Uttar Pradesh
TXN104803,INV4776,100022,SIP,20926.85,2024-04-29,Verified,Maharashtra
TXN105166,INV1078,100016,SIP,24116.56,2026-04-22,Pending,West Bengal
TXN100236,INV4493,100015,Lumpsum,235891.31,2025-03-27,Verified,Kerala
TXN104359,INV4264,100011,Lumpsum,494896.41,2025-10-18,Verified,Gujarat
TXN107875,INV2940,100020,Lumpsum,67279.65,2024-10-25,Verified,Karnataka
TXN101850,INV4570,100003,Lumpsum,441270.84,2024-07-12,Rejected,Gujarat
TXN107426,INV4265,100005,SIP,8718.36,2024-12-09,Verified,Uttar Pradesh
TXN108577,INV2959,100022,SIP,2926.49,2024-02-01,Verified,Rajasthan
TXN114981,INV4743,100011,SIP,18774.96,2025-11-10,Pending,Karnataka
TXN113616,INV2155,100022,Redemption,152320.07,2026-06-14,Verified,Delhi
TXN109206,INV2433,100006,Redemption,203745.77,2025-07-20,Verified,Delhi
TXN110890,INV2817,100010,SIP,11797.64,2025-02-20,Rejected,Tamil Nadu
TXN103085,INV1857,100023,SIP,3389.36,2025-02-20,Verified,Tamil Nadu
TXN114058,INV3249,100013,SIP,10073.25,2025-12-20,Verified,Delhi
TXN103652,INV1485,100024,SIP,17337.34,2025-02-13,Verified,Tamil Nadu
TXN104431,INV2041,100006,Lumpsum,119130.61,2024-03-21,Verified,Kerala
TXN112392,INV4036,100016,SIP,24793.22,2025-03-18,Rejected,Delhi
TXN106526,INV2987,100018,Lumpsum,461030.98,2024-06-25,Verified,Karnataka
TXN106670,INV2610,100024,SIP,20096.53,2024-11-07,Verified,Karnataka
TXN114988,INV2630,100007,Lumpsum,38287.82,2025-09-08,Verified,Kerala
TXN104569,INV2122,100013,Lumpsum,327574.67,2025-09-03,Verified,Telangana
TXN114901,INV4829,100008,SIP,24547.78,2026-05-03,Verified,Maharashtra
TXN105002,INV1302,100012,Lumpsum,276746.41,2025-05-27,Verified,Kerala
TXN110278,INV4319,100012,Redemption,56939.38,2025-04-12,Verified,Delhi
TXN112754,INV1548,100001,Lumpsum,10144.39,2026-04-08,Verified,Maharashtra
TXN113876,INV4106,100020,Redemption,240315.62,2026-03-16,Verified,Uttar Pradesh
TXN102801,INV1017,100003,SIP,11797.03,2026-05-09,Verified,West Bengal
TXN106747,INV4087,100002,SIP,9837.14,2024-07-03,Verified,Gujarat
TXN113446,INV3450,100024,SIP,11483.14,2025-08-21,Verified,Kerala
TXN110962,INV3669,100004,SIP,12178.43,2025-11-21,Verified,Delhi
TXN114365,INV2971,100019,Lumpsum,184024.94,2025-11-15,Verified,West Bengal
TXN102925,INV4147,100001,Redemption,91572.2,2025-10-15,Verified,Kerala
TXN110227,INV3239,100017,Lumpsum,102611.95,2025-12-12,Verified,Tamil Nadu
TXN104290,INV1875,100002,Lumpsum,293315.78,2024-01-16,Verified,Gujarat
TXN111217,INV3317,100016,Redemption,241037.6,2026-09-03,Verified,Gujarat
TXN102527,INV2715,100016,Lumpsum,394226.99,2026-03-16,Verified,Tamil Nadu
TXN106132,INV2485,100010,SIP,3114.58,2025-12-13,Verified,Gujarat
TXN105487,INV4079,100020,SIP,3474.39,2024-07-10,Verified,Gujarat
TXN108782,INV4763,100021,SIP,4050.58,2024-01-31,Verified,Tamil Nadu
TXN104916,INV3491,100025,SIP,14065.53,2025-12-19,Verified,West Bengal
TXN112600,INV4267,100015,SIP,24834.7,2026-05-13,Verified,Uttar Pradesh
TXN110819,INV4586,100023,SIP,20333.0,2026-02-14,Verified,Kerala
TXN100300,INV1806,100019,SIP,20157.43,2025-08-03,Verified,Karnataka
TXN112682,INV1061,100014,SIP,1048.18,2024-02-18,Verified,Telangana
TXN103142,INV1137,100023,SIP,11686.72,2024-06-07,Verified,Delhi
TXN111007,INV4003,100022,SIP,19545.08,2026-05-29,Verified,Gujarat
TXN108442,INV4072,100014,SIP,17684.12,2025-09-22,Verified,Telangana
TXN102524,INV4048,100001,Lumpsum,289117.48,2024-04-12,Verified,Rajasthan
TXN103073,INV4049,100011,Redemption,244834.42,2024-08-09,Verified,Delhi
TXN113344,INV3643,100019,SIP,21873.03,2024-05-08,Verified,Kerala
TXN112399,INV4760,100005,Lumpsum,184012.52,2026-05-28,Verified,Maharashtra
TXN110944,INV2958,100023,SIP,23725.66,2026-03-14,Verified,Uttar Pradesh
TXN112358,INV1674,100021,SIP,5352.59,2025-03-09,Verified,Gujarat
TXN104345,INV2123,100012,SIP,10332.16,2025-07-21,Verified,Delhi
TXN110070,INV4385,100020,SIP,21734.61,2026-04-14,Verified,Maharashtra
TXN105046,INV4913,100019,Redemption,38176.64,2026-09-05,Verified,Telangana
TXN112147,INV3978,100015,SIP,24846.93,2024-10-17,Verified,Kerala
TXN101907,INV1950,100025,SIP,17808.16,2025-07-09,Verified,Delhi
TXN106596,INV3286,100017,SIP,13323.64,2025-11-07,Verified,Tamil Nadu
TXN110058,INV4596,100018,SIP,7263.7,2025-12-24,Verified,Maharashtra
TXN104756,INV2351,100018,Lumpsum,166123.57,2025-10-09,Verified,Delhi
TXN101516,INV2944,100017,SIP,19378.45,2024-12-15,Verified,Telangana
TXN101859,INV3381,100024,Lumpsum,180807.26,2024-05-08,Verified,Tamil Nadu
TXN101486,INV1934,100025,SIP,18422.94,2025-11-12,Verified,Karnataka
TXN112699,INV4070,100017,Redemption,267968.77,2025-12-29,Verified,Karnataka
TXN100497,INV4170,100002,SIP,15516.01,2025-06-08,Verified,Karnataka
TXN110702,INV4580,100013,SIP,14707.57,2025-12-22,Verified,Maharashtra
TXN104153,INV3506,100012,Lumpsum,130670.03,2024-11-27,Pending,Delhi
TXN114522,INV4200,100014,SIP,16063.53,2024-12-18,Pending,Rajasthan
TXN103712,INV3299,100004,SIP,24155.9,2024-12-05,Verified,Rajasthan
TXN113482,INV4601,100025,Lumpsum,229096.38,2024-12-19,Rejected,Kerala
TXN101977,INV2665,100014,Redemption,254036.93,2025-07-29,Verified,Rajasthan
TXN100390,INV2910,100001,SIP,18183.37,2024-10-02,Verified,Rajasthan
TXN102383,INV4929,100021,Lumpsum,320684.1,2026-03-06,Verified,West Bengal
TXN112129,INV4761,100019,SIP,19703.47,2026-02-20,Verified,Telangana
TXN110601,INV2559,100014,SIP,1698.22,2025-05-27,Pending,Delhi
TXN101750,INV3804,100021,SIP,1163.55,2026-04-04,Verified,Telangana
TXN102840,INV4554,100015,SIP,9746.08,2024-09-14,Verified,Karnataka
TXN114322,INV1456,100003,SIP,18504.25,2024-11-18,Rejected,Uttar Pradesh
TXN111516,INV4742,100024,SIP,22814.15,2025-12-25,Verified,Delhi
TXN102746,INV3336,100005,SIP,22890.96,2025-08-31,Verified,Uttar Pradesh
TXN103101,INV3239,100013,Lumpsum,117486.19,2024-02-22,Pending,West Bengal
TXN103842,INV2463,100008,SIP,3453.94,2024-06-21,Verified,Karnataka
TXN106902,INV1298,100020,SIP,3344.62,2025-07-03,Verified,Rajasthan
TXN102272,INV2385,100024,SIP,13078.11,2024-09-19,Verified,Rajasthan
TXN108535,INV3662,100016,SIP,5575.83,2025-12-09,Verified,Uttar Pradesh
TXN104945,INV4126,100009,Lumpsum,183405.85,2025-04-19,Verified,Gujarat
TXN111086,INV1116,100010,SIP,23401.65,2025-05-10,Pending,Tamil Nadu
TXN110706,INV1840,100011,Lumpsum,70018.29,2024-05-08,Verified,Telangana
TXN101170,INV2570,100005,SIP,10105.67,2025-11-04,Verified,Tamil Nadu
TXN105004,INV4530,100015,Lumpsum,249779.46,2024-04-02,Verified,West Bengal
TXN103180,INV4300,100020,SIP,9757.72,2024-05-30,Verified,Karnataka
TXN111302,INV3441,100015,SIP,9038.75,2026-09-06,Verified,Uttar Pradesh
TXN102678,INV4581,100015,Lumpsum,111752.1,2025-07-05,Verified,Gujarat
TXN103643,INV3509,100014,Redemption,214003.9,2024-05-12,Verified,Uttar Pradesh
TXN109646,INV3442,100016,Redemption,151156.88,2025-10-16,Verified,Delhi
TXN101442,INV3711,100016,SIP,19185.36,2024-01-25,Verified,Rajasthan
TXN110791,INV4585,100020,Redemption,122605.53,2024-06-18,Verified,Delhi
TXN104147,INV1678,100004,SIP,10011.17,2025-04-05,Verified,West Bengal
TXN112075,INV1053,100025,SIP,23271.09,2024-12-15,Verified,West Bengal
TXN105076,INV4677,100006,SIP,18709.31,2024-03-04,Verified,Uttar Pradesh
TXN104526,INV4294,100003,Lumpsum,419981.11,2024-10-16,Pending,Uttar Pradesh
TXN107438,INV3506,100011,SIP,7074.53,2026-07-06,Rejected,Gujarat
TXN110376,INV2553,100009,Lumpsum,411676.41,2025-01-21,Pending,Tamil Nadu
TXN108812,INV4431,100021,SIP,21849.39,2025-11-11,Verified,Telangana
TXN110257,INV1402,100020,SIP,13894.54,2024-09-20,Verified,Delhi
TXN103382,INV1970,100004,SIP,23842.29,2026-04-02,Pending,West Bengal
TXN102417,INV2125,100005,Lumpsum,402918.81,2024-07-03,Verified,Maharashtra
TXN110868,INV2796,100016,SIP,10648.84,2026-02-03,Verified,Kerala
TXN108957,INV3612,100017,Lumpsum,309746.7,2024-06-20,Verified,Gujarat
TXN107634,INV4049,100009,Redemption,48504.83,2025-04-27,Pending,Kerala
TXN102456,INV4409,100005,SIP,20039.26,2024-08-25,Verified,Rajasthan
TXN109839,INV3433,100018,SIP,10581.88,2026-02-20,Verified,Karnataka
TXN114808,INV1081,100002,SIP,23099.82,2024-06-22,Verified,Uttar Pradesh
TXN112871,INV4899,100008,SIP,20907.56,2024-09-13,Rejected,Delhi
TXN107918,INV1709,100018,SIP,7640.48,2026-07-01,Verified,Karnataka
TXN109764,INV3027,100018,SIP,23539.71,2025-03-06,Verified,Gujarat
TXN113740,INV4066,100014,SIP,9568.67,2026-02-04,Verified,Telangana
TXN114714,INV4945,100006,Lumpsum,188045.03,2025-08-31,Verified,Uttar Pradesh
TXN108037,INV4725,100010,Redemption,88050.43,2024-10-01,Verified,Uttar Pradesh
TXN104868,INV1477,100004,Lumpsum,214818.0,2024-02-22,Verified,Uttar Pradesh
TXN106692,INV2253,100021,SIP,20576.86,2024-12-24,Verified,Maharashtra
TXN107789,INV4171,100007,SIP,6413.34,2025-10-10,Pending,Tamil Nadu
TXN114411,INV3093,100023,Lumpsum,312609.65,2024-02-08,Verified,Gujarat
TXN110235,INV4299,100004,SIP,23671.35,2024-12-13,Verified,Maharashtra
TXN102162,INV1218,100016,SIP,19200.31,2026-03-14,Verified,Maharashtra
TXN113619,INV3300,100007,SIP,3892.03,2025-11-21,Verified,Tamil Nadu
TXN106981,INV1272,100004,SIP,20913.73,2024-10-09,Verified,Delhi
TXN103654,INV4160,100020,Lumpsum,438513.96,2025-03-04,Verified,Maharashtra
TXN112529,INV3097,100022,Redemption,33929.45,2026-04-25,Verified,Maharashtra
TXN104581,INV4461,100016,Lumpsum,475855.75,2025-11-10,Verified,Maharashtra
TXN102064,INV4119,100022,Lumpsum,344981.05,2024-02-27,Verified,Uttar Pradesh
TXN111143,INV1272,100009,SIP,21696.69,2024-01-25,Pending,Delhi
TXN106476,INV1059,100008,SIP,18246.02,2024-10-18,Rejected,Maharashtra
TXN113250,INV3978,100009,Lumpsum,395406.0,2025-10-08,Verified,Telangana
TXN112435,INV1145,100003,Lumpsum,131951.51,2024-07-19,Verified,Uttar Pradesh
TXN100644,INV2039,100003,SIP,16658.24,2024-03-02,Verified,Telangana
TXN100775,INV3397,100010,SIP,15426.34,2024-05-07,Verified,Karnataka
TXN102159,INV4741,100016,Lumpsum,404544.24,2025-05-05,Verified,Maharashtra
TXN101314,INV4119,100021,SIP,2639.84,2025-04-19,Verified,Tamil Nadu
TXN103335,INV2268,100018,Redemption,50711.57,2024-07-15,Verified,West Bengal
TXN113279,INV1775,100013,Redemption,281893.39,2025-10-23,Verified,Karnataka
TXN112086,INV4518,100024,Lumpsum,110484.93,2026-05-25,Verified,West Bengal
TXN106421,INV4565,100005,SIP,12658.8,2025-04-08,Verified,West Bengal
TXN103676,INV2113,100011,SIP,4113.37,2025-12-20,Verified,Maharashtra
TXN109634,INV2308,100025,Lumpsum,409120.93,2026-01-05,Verified,Tamil Nadu
TXN104635,INV1384,100006,Lumpsum,205635.73,2025-08-19,Pending,Rajasthan
TXN108710,INV4241,100020,SIP,14086.74,2025-12-10,Verified,Tamil Nadu
TXN110191,INV1775,100017,SIP,22630.08,2024-03-28,Rejected,Karnataka
TXN111806,INV3162,100015,SIP,23516.83,2025-04-21,Verified,Rajasthan
TXN113611,INV3739,100001,Redemption,221423.77,2026-05-01,Verified,Maharashtra
TXN105570,INV3600,100004,Lumpsum,92689.85,2024-06-01,Pending,Uttar Pradesh
TXN106080,INV1103,100023,SIP,19566.9,2025-09-03,Verified,Delhi
TXN112251,INV1949,100025,SIP,7398.58,2025-10-06,Verified,Tamil Nadu
TXN111069,INV3486,100017,Lumpsum,36535.94,2025-06-26,Verified,Tamil Nadu
TXN100792,INV1057,100010,Redemption,119897.31,2024-05-24,Verified,Uttar Pradesh
TXN102724,INV2979,100004,SIP,16970.7,2024-05-24,Verified,Gujarat
TXN114047,INV2396,100012,SIP,14095.01,2026-01-31,Verified,Delhi
TXN102652,INV2869,100008,SIP,6678.19,2025-10-08,Verified,Kerala
TXN101409,INV2285,100023,SIP,21650.96,2026-05-21,Verified,Telangana
TXN104879,INV3835,100001,SIP,17515.85,2024-11-10,Verified,West Bengal
TXN112963,INV3631,100013,Lumpsum,491131.95,2025-10-17,Verified,Rajasthan
TXN103928,INV1253,100006,SIP,15441.99,2025-09-27,Rejected,Kerala
TXN113351,INV1341,100024,Lumpsum,367021.24,2025-02-13,Verified,Telangana
TXN112773,INV4616,100019,SIP,3140.81,2024-10-24,Verified,Rajasthan
TXN103896,INV1999,100012,SIP,6993.57,2025-12-06,Verified,Gujarat
