amfi_code,period_end_date,returns_1y_pct,returns_3y_pct,returns_5y_pct,expense_ratio_pct,aum_cr,is_return_anomaly,is_expense_ratio_out_of_range
100015,2025-12-01,1.22,8.55,9.96,0.34,7693.48,False,False
100021,2024-06-01,-0.41,14.88,13.21,1.53,6306.99,False,False
100019,2025-01-09,-8.22,20.95,8.82,1.24,11658.73,False,False
100012,2025-01-04,-6.73,24.31,6.29,1.03,6966.27,False,False
100016,2025-09-01,1.2,16.66,10.58,1.81,390.82,False,False
100008,2025-03-01,12.74,7.35,11.03,1.7,13794.21,False,False
100018,2025-12-01,19.8,14.02,25.01,1.19,23594.76,False,False
100020,2025-01-03,3.07,10.63,14.24,1.97,7832.49,False,False
100005,2026-02-01,18.77,20.78,8.37,0.7,22607.01,False,False
100020,2024-10-01,18.64,11.9,3.37,0.75,7084.78,False,False
100023,2025-01-07,-7.14,11.95,14.31,1.09,4140.42,False,False
100024,2024-09-01,15.61,12.36,14.65,1.76,3691.93,False,False
100001,2024-05-01,12.6,29.03,13.15,1.62,14513.62,False,False
100016,2025-04-01,6.39,17.45,14.77,0.38,336.77,False,False
100008,2025-01-09,19.74,17.18,12.08,0.35,13151.86,False,False
100008,2024-01-09,22.62,6.98,14.5,0.43,13301.38,False,False
100006,2024-01-10,17.57,16.75,10.29,2.02,11620.43,False,False
100024,2025-06-01,12.66,12.93,18.12,0.89,3301.86,False,False
100021,2026-01-01,19.08,12.12,10.1,0.63,7600.94,False,False
100007,2024-10-01,6.5,10.51,3.86,0.69,2929.77,False,False
100013,2024-01-09,7.77,14.11,12.84,1.1,1511.46,False,False
100003,2024-06-01,4.04,10.22,19.86,0.55,16153.75,False,False
100020,2026-01-05,10.67,14.36,13.12,1.46,11963.43,False,False
100013,2024-12-01,11.36,11.79,17.22,1.61,1385.87,False,False
100009,2025-01-04,18.65,4.61,14.82,1.44,10972.99,False,False
100005,2026-05-01,2.37,12.6,11.97,1.91,21457.99,False,False
100024,2024-02-01,12.9,13.65,6.79,1.88,3809.11,False,False
100006,2026-02-01,9.32,15.36,20.97,1.92,18055.13,False,False
100015,2026-03-01,3.36,8.94,18.34,1.16,8399.87,False,False
100008,2024-05-01,3.05,20.11,14.51,1.07,14536.1,False,False
100012,2024-01-05,10.64,11.49,6.31,0.38,6821.0,False,False
100006,2026-04-01,11.23,13.4,11.74,1.02,20752.55,False,False
100003,2025-01-10,15.02,5.39,10.03,2.07,20499.18,False,False
100022,2024-06-01,3.71,10.33,13.45,0.58,5345.5,False,False
100017,2024-01-03,15.19,19.03,6.15,1.59,9418.29,False,False
100013,2025-02-01,23.28,21.09,17.53,0.32,1369.51,False,False
100008,2024-01-06,7.11,9.34,7.52,1.68,14740.31,False,False
100001,2025-03-01,13.26,10.21,9.45,1.1,15698.17,False,False
100009,2025-01-01,8.92,0.07,9.21,2.05,10289.14,False,False
100006,2026-01-03,7.41,22.94,5.69,0.87,20234.04,False,False
100022,2025-06-01,0.47,7.41,16.79,3.24,4874.82,False,True
100011,2025-01-05,5.99,21.57,3.75,1.62,3281.99,False,False
100016,2026-01-04,8.78,7.26,6.97,1.46,461.79,False,False
100008,2026-02-01,26.34,7.15,13.95,1.01,14747.82,False,False
100016,2024-12-01,11.17,11.07,9.95,1.22,313.62,False,False
100006,2025-01-10,2.76,18.57,13.4,1.41,15253.85,False,False
100011,2026-06-01,23.07,9.8,-0.36,1.78,2780.24,False,False
100011,2024-09-01,7.63,20.08,13.79,1.07,3249.73,False,False
100001,2025-08-01,14.98,16.31,13.24,1.49,17198.65,False,False
100023,2025-01-06,15.62,19.75,5.94,0.49,3880.45,False,False
100015,2025-01-01,13.74,15.42,18.47,0.41,7819.61,False,False
100007,2025-11-01,4.66,9.27,2.83,1.37,3604.3,False,False
100007,2025-01-01,9.8,13.53,6.61,1.86,2941.61,False,False
100025,2025-10-01,3.79,14.38,12.22,0.99,4656.76,False,False
100022,2024-01-12,8.99,8.47,12.84,0.79,4868.3,False,False
100025,2025-03-01,21.75,4.56,18.5,2.05,4993.35,False,False
100004,2025-04-01,17.18,8.21,12.66,0.74,12079.55,False,False
100023,2024-08-01,7.96,6.37,19.84,0.43,3608.87,False,False
100006,2024-01-06,6.33,9.38,17.82,1.54,11850.94,False,False
100015,2025-10-01,9.78,11.48,11.25,1.43,6972.79,False,False
100025,2026-02-01,18.45,8.34,25.81,2.03,4426.81,False,False
100022,2024-01-01,7.85,0.68,10.68,0.92,5007.2,False,False
100010,2024-05-01,16.89,15.16,9.13,1.54,1004.32,False,False
100010,2024-06-01,-0.62,10.06,18.94,1.25,1046.12,False,False
100012,2026-01-06,2.6,4.81,13.25,1.23,6725.47,False,False
100024,2024-01-10,9.4,18.66,16.87,2.09,3547.06,False,False
100013,2024-05-01,12.36,18.12,16.99,1.46,1431.51,False,False
100004,2025-12-01,12.05,16.76,10.11,1.67,13277.41,False,False
100015,2026-04-01,6.46,18.3,14.08,1.28,8515.79,False,False
100017,2024-01-07,10.99,8.01,4.07,1.31,12316.99,False,False
100002,2026-01-01,14.15,13.97,10.16,1.01,20990.29,False,False
100012,2024-01-08,14.03,13.64,17.3,3.22,6701.72,False,True
100012,2026-04-01,19.83,13.58,13.61,1.11,6354.06,False,False
100009,2024-05-01,13.45,15.87,18.53,3.04,10385.22,False,True
100013,2025-06-01,4.06,14.99,8.36,1.36,1480.53,False,False
100012,2026-01-01,14.53,16.37,5.79,1.84,6858.43,False,False
100025,2025-08-01,25.69,20.17,14.93,1.82,4971.34,False,False
100002,2024-06-01,11.77,10.76,21.14,1.28,14718.2,False,False
100018,2024-07-01,10.19,13.09,20.82,2.02,15801.1,False,False
100018,2026-06-01,8.29,9.0,18.65,0.71,29970.53,False,False
100007,2024-04-01,13.92,13.44,10.9,1.99,2987.34,False,False
100016,2025-02-01,17.57,22.27,11.85,1.22,337.11,False,False
100014,2025-10-01,14.19,20.96,11.44,0.35,14241.07,False,False
100010,2025-12-01,0.55,18.27,7.23,1.2,1118.58,False,False
100010,2024-01-02,4.53,26.18,13.56,0.73,1041.24,False,False
100009,2025-10-01,10.7,14.59,17.22,0.96,13413.57,False,False
100023,2024-11-01,13.39,9.31,17.49,0.03,3901.3,False,True
100003,2026-01-01,21.05,15.63,7.08,0.69,18181.04,False,False
100018,2025-02-01,6.55,11.82,16.1,1.6,16544.43,False,False
100010,2025-02-01,6.01,23.52,12.6,1.91,1178.27,False,False
100014,2025-01-02,26.88,8.38,13.0,0.44,11349.27,False,False
100017,2026-01-01,14.46,14.42,-3.7,0.82,14045.16,False,False
100008,2024-01-01,20.32,21.82,10.04,1.35,12333.82,False,False
100021,2024-10-01,5.97,8.73,17.09,1.8,6850.86,False,False
100011,2024-06-01,7.23,5.71,11.22,2.0,3297.62,False,False
100015,2025-07-01,12.19,6.28,11.87,0.96,7201.34,False,False
100016,2025-07-01,-7.93,18.98,13.04,0.83,360.74,False,False
100014,2024-11-01,8.66,6.57,6.18,1.95,12059.55,False,False
100010,2024-01-07,24.71,20.43,18.09,1.67,1081.43,False,False
100023,2025-01-04,26.61,21.32,11.62,2.0,4018.74,False,False
100004,2024-01-11,37.46,-1.76,4.9,0.5,10892.3,False,False
100019,2025-05-01,2.07,8.66,17.98,1.96,14322.23,False,False
100019,2026-01-01,21.32,12.07,13.9,2.03,11757.28,False,False
100011,2025-10-01,13.98,16.51,7.11,0.05,3345.06,False,True
100015,2024-12-01,19.38,12.15,9.77,0.44,8150.03,False,False
100025,2026-04-01,7.21,17.82,12.55,1.07,4537.4,False,False
100016,2025-06-01,13.93,21.6,12.02,0.68,346.11,False,False
100012,2024-10-01,-2.0,17.77,10.71,0.96,6831.16,False,False
100002,2025-01-09,15.03,13.51,10.78,1.79,21226.58,False,False
100007,2026-06-01,19.66,13.01,15.5,2.04,4481.14,False,False
100009,2024-01-11,14.81,14.17,19.56,1.04,11149.87,False,False
100006,2025-06-01,-2.62,6.01,16.76,1.71,13623.27,False,False
100023,2025-03-01,20.97,21.19,12.14,0.46,3754.42,False,False
100014,2024-03-01,6.15,18.39,17.49,0.37,10432.27,False,False
100005,2025-02-01,10.42,5.24,15.21,1.98,16138.66,False,False
100019,2025-07-01,19.33,7.62,18.07,0.37,13795.63,False,False
100001,2024-01-02,13.01,13.09,14.43,0.9,13688.19,False,False
100024,2026-04-01,6.35,10.47,11.07,0.69,4043.07,False,False
100001,2024-01-06,1.73,15.5,13.67,2.05,13992.39,False,False
100004,2025-09-01,10.78,6.36,10.64,0.51,11896.79,False,False
100019,2025-01-11,-1.86,16.42,8.32,0.32,11507.67,False,False
100007,2025-07-01,7.97,19.41,8.18,1.16,3482.3,False,False
100014,2025-12-01,11.89,26.91,11.35,0.32,14794.29,False,False
100003,2025-07-01,18.16,17.2,14.11,0.56,20696.45,False,False
100006,2026-01-01,11.44,26.88,12.58,0.33,17423.29,False,False
100022,2024-01-05,15.05,8.11,15.04,1.48,5358.74,False,False
100002,2025-06-01,8.38,18.05,12.34,0.46,18492.7,False,False
100002,2024-05-01,14.37,23.63,16.07,0.96,13620.96,False,False
100021,2025-10-01,9.37,1.26,11.34,1.34,7138.08,False,False
100001,2025-12-01,10.04,13.8,15.66,1.05,20211.87,False,False
100023,2024-01-12,7.65,9.17,8.76,3.31,3861.51,False,True
100009,2025-01-11,18.56,16.42,7.99,0.38,13335.38,False,False
100001,2025-10-01,13.36,12.61,14.37,1.1,16812.27,False,False
100007,2024-01-01,5.33,25.73,20.61,0.68,2710.16,False,False
100003,2024-08-01,16.61,17.82,22.95,0.86,16201.74,False,False
100020,2024-07-01,16.52,8.27,9.5,1.59,7122.38,False,False
100019,2025-01-06,16.37,14.83,10.39,0.83,14412.17,False,False
100021,2024-03-01,22.05,7.81,18.71,1.19,5917.11,False,False
100007,2024-07-01,8.46,12.13,9.9,2.1,2853.91,False,False
100005,2025-01-08,4.95,10.96,10.17,0.96,18501.98,False,False
100012,2024-09-01,8.18,20.34,14.15,0.7,6526.77,False,False
100020,2025-02-01,24.43,20.72,10.77,1.86,7714.79,False,False
100001,2026-06-01,8.49,6.95,7.67,0.61,19818.94,False,False
100014,2024-08-01,22.64,14.22,18.01,0.7,10938.02,False,False
100008,2024-11-01,20.89,12.94,14.37,1.75,13799.54,False,False
100015,2024-06-01,5.78,18.42,15.5,1.98,6874.19,False,False
100016,2024-01-04,0.39,16.15,12.46,0.07,306.49,False,True
100014,2026-04-01,18.73,14.07,20.54,1.72,16246.76,False,False
100024,2024-01-12,23.79,14.74,16.07,1.24,3566.55,False,False
100002,2026-05-01,-3.02,21.14,12.36,0.35,24920.48,False,False
100002,2024-09-01,0.22,15.6,7.26,1.38,15819.51,False,False
100017,2025-12-01,10.03,7.16,18.97,1.87,13328.97,False,False
100024,2025-10-01,18.92,7.71,13.57,1.82,3485.86,False,False
100013,2026-01-06,17.56,-1.96,12.66,1.95,1681.02,False,False
100022,2026-01-05,21.95,17.28,19.24,1.42,5202.06,False,False
100023,2025-01-01,19.04,12.47,7.03,1.08,3917.85,False,False
100025,2024-05-01,6.2,13.78,12.89,1.55,4826.16,False,False
100010,2026-01-04,19.65,21.28,19.41,1.65,1042.72,False,False
100004,2024-10-01,8.28,16.36,21.1,0.69,10691.44,False,False
100019,2024-07-01,5.75,16.4,23.87,1.6,14177.43,False,False
100001,2026-01-01,13.59,6.71,9.36,0.36,20430.58,False,False
100007,2024-12-01,22.69,23.04,16.41,0.74,3009.1,False,False
100009,2025-03-01,11.06,16.99,10.44,0.33,10864.09,False,False
100010,2025-01-04,17.57,4.56,13.23,1.23,1200.58,False,False
100023,2025-01-08,2.97,18.47,15.99,1.92,4006.38,False,False
100023,2026-01-06,12.34,17.03,12.85,2.05,4033.79,False,False
100006,2025-09-01,15.09,5.73,17.33,1.39,14368.26,False,False
100010,2026-01-01,20.22,3.74,13.2,1.98,1099.89,False,False
100025,2024-11-01,9.15,5.2,13.11,1.4,4882.34,False,False
100003,2024-05-01,15.17,12.26,13.55,2.04,15930.43,False,False
100009,2025-07-01,5.61,-1.26,18.19,1.74,12316.92,False,False
100012,2025-01-06,9.25,11.64,14.29,1.5,7147.78,False,False
100011,2025-09-01,3.82,13.86,11.54,1.24,3421.9,False,False
100004,2024-05-01,5.61,2.94,7.49,0.93,11546.13,False,False
100021,2025-09-01,14.71,13.7,20.24,0.79,7065.62,False,False
100018,2025-01-05,5.91,14.88,20.32,0.6,17841.27,False,False
100019,2025-08-01,30.06,17.15,14.89,0.94,12262.26,False,False
100009,2026-05-01,0.78,23.11,11.88,1.21,16696.81,False,False
100025,2024-03-01,-4.9,12.62,-2.4,1.08,4869.79,False,False
100016,2026-06-01,20.78,18.97,13.97,1.38,506.65,False,False
100024,2024-07-01,14.33,4.48,11.01,0.76,3504.16,False,False
100010,2024-01-03,3.94,10.92,15.32,1.4,1002.18,False,False
100023,2024-02-01,11.2,7.84,15.73,0.89,3792.37,False,False
100018,2026-04-01,6.43,10.77,5.51,1.79,25968.08,False,False
100013,2024-11-01,16.15,15.07,16.12,1.73,1372.59,False,False
100015,2026-06-01,24.32,20.33,10.12,1.1,8692.46,False,False
100004,2025-07-01,4.04,13.96,23.14,1.98,11658.77,False,False
100007,2024-01-05,5.46,3.89,13.53,2.01,3033.21,False,False
100003,2026-01-06,8.46,7.41,15.74,1.05,19188.61,False,False
100004,2025-01-03,10.45,16.63,3.24,1.13,11362.91,False,False
100009,2024-07-01,17.61,15.81,9.56,1.91,10236.3,False,False
100021,2024-01-01,17.97,2.01,17.15,0.73,5682.24,False,False
100004,2024-08-01,12.74,6.51,11.47,0.05,11130.69,False,True
100001,2025-07-01,18.24,6.6,14.36,1.61,16708.85,False,False
100004,2025-01-01,19.98,19.06,10.61,1.42,10524.73,False,False
100016,2024-01-07,3.52,17.8,21.93,1.23,314.89,False,False
100019,2024-01-02,8.0,25.83,9.29,0.9,15491.34,False,False
100024,2024-04-01,19.68,14.54,3.23,1.1,3629.68,False,False
100018,2025-11-01,6.52,12.75,12.3,1.37,21492.11,False,False
100010,2024-01-01,0.81,11.28,20.85,0.84,1017.95,False,False
100019,2024-01-08,14.73,9.12,7.69,1.64,13906.23,False,False
100017,2024-01-04,8.44,18.11,24.5,1.43,9961.99,False,False
100005,2026-01-01,3.38,10.24,17.08,0.09,22581.62,False,True
100014,2026-02-01,19.59,8.88,11.3,3.02,15859.98,False,True
100002,2025-04-01,10.69,19.25,22.8,0.43,18132.47,False,False
100020,2026-06-01,-1.67,14.16,15.22,0.97,12151.07,False,False
100013,2025-09-01,2.93,7.45,5.04,1.66,1474.88,False,False
100012,2025-11-01,18.44,0.31,9.37,0.04,7235.38,False,True
100022,2025-01-01,11.82,19.97,11.49,1.88,5032.37,False,False
100021,2024-12-01,11.01,11.27,11.45,0.4,6666.79,False,False
100012,2026-02-01,-7.11,14.59,5.11,1.89,7213.61,False,False
100010,2026-01-02,12.7,11.61,11.92,0.35,1053.74,False,False
100017,2024-12-01,13.14,15.86,14.98,0.37,12600.69,False,False
100016,2024-06-01,22.85,15.24,10.57,3.82,308.07,False,True
100011,2026-04-01,6.58,10.68,13.32,1.65,3157.94,False,False
100019,2025-01-12,5.51,13.77,0.98,1.38,10856.86,False,False
100016,2026-01-01,12.66,10.21,7.65,1.05,471.65,False,False
100025,2024-06-01,6.29,19.28,18.77,1.17,4679.57,False,False
100010,2025-08-01,17.42,24.46,15.65,1.35,1168.85,False,False
100021,2025-08-01,28.78,10.22,18.46,2.04,6819.37,False,False
100019,2024-10-01,2.98,9.72,13.94,1.5,13963.23,False,False
100014,2025-05-01,11.11,19.69,9.72,0.58,12138.63,False,False
100006,2024-02-01,14.94,19.68,12.03,1.26,11215.5,False,False
100025,2025-07-01,4.35,7.55,14.49,1.03,4973.9,False,False
100011,2025-02-01,11.38,12.76,12.98,0.77,3400.25,False,False
100005,2024-01-01,-1.64,13.8,16.17,1.85,14399.88,False,False
100011,2024-02-01,7.09,23.25,13.62,1.72,3502.8,False,False
100003,2025-01-05,1.74,7.37,14.4,0.75,19511.35,False,False
100024,2025-01-07,16.24,18.35,20.26,0.72,3483.86,False,False
100022,2024-03-01,8.09,10.26,22.87,0.63,5408.22,False,False
100002,2024-10-01,1.77,9.34,7.15,1.2,14815.03,False,False
100023,2026-01-01,-2.96,18.14,9.45,0.41,3644.94,False,False
100015,2024-01-05,3.93,30.17,16.18,0.65,6610.88,False,False
100008,2024-07-01,5.9,11.54,13.67,0.61,14224.36,False,False
100016,2025-08-01,1.75,16.61,13.14,1.26,356.45,False,False
100021,2024-01-04,18.25,10.61,9.68,0.41,5820.28,False,False
100006,2025-11-01,4.92,7.6,8.33,1.01,15831.66,False,False
100020,2024-01-06,25.95,15.92,5.46,0.76,7005.93,False,False
100008,2024-04-01,5.64,23.56,13.04,1.85,13938.54,False,False
100017,2025-01-03,33.07,14.38,23.29,1.47,12398.32,False,False
100019,2026-04-01,17.32,10.56,11.88,1.77,12937.07,False,False
100024,2026-02-01,20.0,17.65,13.6,1.68,3963.01,False,False
100016,2026-02-01,23.64,-2.77,11.56,0.71,475.77,False,False
100021,2025-01-12,9.06,20.25,16.77,0.57,7632.45,False,False
100024,2025-11-01,18.56,8.92,13.78,1.53,3454.37,False,False
100022,2024-04-01,6.57,10.63,17.22,1.83,5456.46,False,False
100016,2025-05-01,8.89,6.84,13.83,1.29,341.78,False,False
100012,2026-05-01,17.08,14.59,8.99,0.46,6405.96,False,False
100014,2025-03-01,32.55,19.51,3.22,0.43,11613.74,False,False
100016,2024-09-01,-8.08,13.4,12.63,1.34,303.1,False,False
100007,2026-03-01,2.17,16.85,16.68,1.93,3754.14,False,False
100003,2024-01-01,9.31,8.21,8.89,1.2,14735.08,False,False
100008,2025-01-12,3.07,15.76,17.27,1.5,15299.61,False,False
100002,2024-07-01,17.27,21.21,16.01,0.51,14986.12,False,False
100023,2025-02-01,14.12,3.72,13.55,0.75,3777.99,False,False
100001,2024-04-01,8.2,2.9,18.18,0.44,14566.51,False,False
100022,2026-01-01,23.92,19.09,19.42,1.12,5214.69,False,False
100006,2024-08-01,7.29,19.5,19.16,0.43,11675.57,False,False
100020,2024-11-01,9.35,14.15,4.09,2.67,6907.77,False,True
100016,2024-11-01,7.67,21.46,19.96,0.99,296.88,False,False
100005,2026-01-06,18.78,20.11,7.08,1.56,21446.01,False,False
100023,2024-01-06,12.34,23.3,14.13,0.73,3628.64,False,False
100025,2024-01-01,-2.83,6.88,23.32,1.89,4907.48,False,False
100007,2025-02-01,6.68,20.65,20.04,1.82,3116.9,False,False
100020,2025-04-01,14.43,10.63,9.16,0.52,8597.87,False,False
100003,2025-06-01,4.44,9.8,9.53,0.51,19510.93,False,False
100019,2025-01-01,6.26,10.92,12.79,0.72,14132.19,False,False
100019,2025-03-01,18.5,1.64,18.84,0.61,14041.96,False,False
100004,2024-01-12,4.95,9.41,9.63,1.62,10648.72,False,False
100005,2024-05-01,13.05,8.16,18.71,1.49,15463.88,False,False
100001,2024-10-01,26.17,12.73,21.18,0.33,15415.7,False,False
100024,2025-04-01,11.09,7.29,12.41,1.47,3358.61,False,False
100003,2024-01-11,9.47,10.33,16.13,0.63,16920.99,False,False
100009,2024-01-12,21.16,12.25,13.39,1.37,10564.2,False,False
100005,2024-06-01,12.23,15.97,16.59,0.77,15809.03,False,False
100011,2024-01-04,14.45,15.46,3.2,0.32,3761.72,False,False
100025,2024-10-01,25.17,20.71,10.33,0.08,4654.78,False,True
100003,2024-09-01,4.01,18.93,13.79,1.9,15388.05,False,False
100019,2024-06-01,6.94,15.84,5.93,0.66,14592.29,False,False
100025,2026-05-01,-4.2,10.6,2.31,1.92,4455.73,False,False
100019,2024-09-01,15.68,23.57,16.75,1.0,13403.32,False,False
100002,2025-01-01,13.03,0.34,8.63,1.61,15924.77,False,False
100018,2026-01-03,9.33,16.63,12.98,0.42,25555.11,False,False
100005,2024-04-01,5.41,20.94,16.31,0.43,14894.52,False,False
100019,2025-01-02,8.48,15.02,13.96,1.2,14250.9,False,False
100003,2025-11-01,13.91,18.57,6.24,0.96,18775.25,False,False
100005,2024-01-10,9.29,20.62,11.8,1.71,17216.66,False,False
100012,2024-01-12,11.45,9.09,14.33,1.9,6945.07,False,False
100003,2024-01-04,18.99,13.87,10.32,1.89,15356.27,False,False
100008,2026-01-01,6.22,26.33,9.9,0.89,15636.48,False,False
100011,2026-03-01,7.03,13.01,15.17,0.96,3098.4,False,False
100004,2026-01-06,2.23,7.59,6.11,1.03,13590.67,False,False
100018,2026-05-01,4.98,19.51,13.05,2.05,26891.15,False,False
100011,2024-07-01,16.31,15.73,12.92,1.46,3232.17,False,False
100002,2026-01-04,20.49,17.27,15.19,0.81,23047.73,False,False
100019,2025-04-01,5.91,15.7,10.38,1.96,14240.65,False,False
100010,2025-03-01,-4.6,5.9,18.81,2.07,1206.73,False,False
100022,2024-07-01,-3.68,12.24,14.68,0.93,5311.04,False,False
100020,2026-04-01,14.2,11.56,16.97,0.96,11320.76,False,False
100005,2026-01-04,16.27,8.35,11.07,1.7,23085.69,False,False
100011,2025-08-01,10.45,23.54,9.63,0.67,3415.67,False,False
100011,2025-11-01,5.03,17.98,11.49,0.9,3145.67,False,False
100005,2024-01-08,6.31,16.73,10.27,1.56,16281.75,False,False
100007,2025-03-01,14.03,10.24,7.85,0.87,3188.8,False,False
100020,2025-11-01,25.06,8.99,25.76,1.83,9462.07,False,False
100003,2024-03-01,11.64,29.11,13.63,1.77,15036.94,False,False
100025,2024-01-09,6.76,18.68,5.86,0.56,4716.65,False,False
100022,2025-03-01,16.13,18.44,11.15,1.12,5127.67,False,False
100015,2025-01-02,-0.15,15.01,2.51,1.94,8175.41,False,False
100017,2024-01-06,8.04,13.63,19.23,0.88,11313.42,False,False
100007,2025-06-01,26.72,18.5,15.49,1.85,3513.24,False,False
100021,2026-03-01,22.82,22.62,13.56,0.3,7502.11,False,False
100012,2025-01-01,16.65,13.04,25.05,2.0,6946.76,False,False
100016,2025-12-01,10.46,16.78,14.21,0.44,434.67,False,False
100018,2025-01-06,11.19,21.55,17.33,1.71,18578.29,False,False
100014,2025-01-09,16.12,10.45,12.15,0.37,13742.98,False,False
100022,2024-01-08,10.22,5.73,16.56,1.69,4966.46,False,False
100016,2024-01-01,15.44,13.42,6.78,0.37,258.43,False,False
100002,2024-01-02,13.05,18.56,7.66,1.23,13578.25,False,False
100007,2026-01-01,19.32,11.02,11.18,1.84,3770.18,False,False
100005,2024-11-01,12.01,19.66,12.68,1.65,17056.95,False,False
100009,2026-01-01,20.93,13.84,19.3,1.03,15665.33,False,False
100011,2026-01-01,14.97,22.06,21.4,1.81,2922.6,False,False
100021,2025-11-01,20.47,17.37,5.2,0.57,7474.79,False,False
100006,2024-12-01,16.21,14.11,10.64,0.87,11931.12,False,False
100017,2025-01-04,19.83,20.74,20.88,1.26,12672.24,False,False
100001,2026-03-01,21.9,16.31,14.68,1.1,20196.44,False,False
100024,2024-08-01,-1.45,13.72,11.75,0.64,3643.83,False,False
100012,2024-01-04,17.89,4.47,11.1,0.54,6562.05,False,False
100003,2025-04-01,15.57,13.48,6.61,2.0,18448.43,False,False
100018,2024-04-01,19.62,18.07,11.32,2.0,14020.97,False,False
100010,2024-12-01,15.33,12.97,13.8,0.87,1110.46,False,False
100011,2025-07-01,6.42,13.88,13.31,1.05,3505.54,False,False
100013,2024-01-03,16.96,16.5,14.27,1.29,1374.58,False,False
100012,2024-06-01,32.81,17.07,23.01,1.02,6751.52,False,False
100013,2024-01-06,8.23,20.09,15.82,0.78,1387.14,False,False
100021,2025-01-07,11.13,11.39,15.35,0.71,6974.17,False,False
100008,2025-06-01,6.41,8.33,-2.8,1.13,13670.46,False,False
100024,2025-01-12,24.5,12.22,17.6,1.92,3627.09,False,False
